Bat,CSA,GWO,WOA,HHO,PSO
0,0.020222557592205703,0.020222557592205703,0.020222557592205703,0.020222557592205703,0.020222557592205703,0.020222557592205703
1,0.019281653687357903,0.020147289999295027,0.020222557592205703,0.016018122201785445,0.017709735315293074,0.020039961207658052
2,0.016822667326778173,0.020029241195879878,0.01793007180094719,0.016018122201785445,0.017227590666152537,0.019703760626725852
3,0.01633770833723247,0.01995892495615408,0.01734367199242115,0.015459408168680966,0.01587599329650402,0.019452839740552008
4,0.016185112297534943,0.019391532929148525,0.016765534644946456,0.015459408168680966,0.01587599329650402,0.018819244927726686
5,0.016185112297534943,0.01926447874866426,0.016765534644946456,0.015459408168680966,0.01587599329650402,0.01856552856042981
6,0.016185112297534943,0.018790227454155685,0.016765534644946456,0.015440007671713829,0.01587599329650402,0.01839025062508881
7,0.016185112297534943,0.018772347026970237,0.016765534644946456,0.015440007671713829,0.01587599329650402,0.018127980176359415
8,0.016185112297534943,0.0182076089666225,0.016756244469434023,0.015440007671713829,0.01587599329650402,0.017916701384820044
9,0.016185112297534943,0.017591168894432484,0.016756244469434023,0.015440007671713829,0.01587599329650402,0.017747547710314393
10,0.016185112297534943,0.01750725336605683,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.017676041927188635
11,0.016185112297534943,0.017247687990311532,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.017545297741889954
12,0.016185112297534943,0.016891574452165513,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.01743705221451819
13,0.016185112297534943,0.016829811641946434,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.017347759567201138
14,0.016185112297534943,0.016826868581119925,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.017274662852287292
15,0.016185112297534943,0.016554997372440993,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.017241253168322146
16,0.016185112297534943,0.016546079691033812,0.01580339961219579,0.015440007671713829,0.01587599329650402,0.01718519628047943
17,0.016185112297534943,0.016530252574011684,0.015686129685491323,0.015440007671713829,0.01587599329650402,0.017138002440333366
18,0.016185112297534943,0.01651273745810613,0.015686129685491323,-0.9996098681003787,0.01587599329650402,0.017098230542615056
19,0.016185112297534943,0.01648245392134413,0.015686129685491323,-0.9996098681003787,0.01587599329650402,0.017064750660210848
20,0.016185112297534943,0.016431234462652357,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.01704948558472097
21,0.016185112297534943,0.016378503269515933,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.01702338340692222
22,0.016185112297534943,0.01634568872395903,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.017001172993332148
23,0.016185112297534943,0.016301293671131135,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.016982224537059665
24,0.016185112297534943,0.01625639562262222,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.016966031398624182
25,0.016185112297534943,0.01615208750590682,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.01695860899053514
26,0.016185112297534943,0.016110724990721793,0.015660611330531538,-1.8651756106119137,0.01587599329650402,0.01694577862508595
27,0.016185112297534943,0.016107889579143376,0.015660611330531538,-2.1468189399602124,0.01587599329650402,0.016934750135987997
28,0.016185112297534943,0.01603092475561425,0.015660611330531538,-2.1583574575197417,0.01587599329650402,0.016925248550251126
29,0.016185112297534943,0.015950753830838948,0.015660611330531538,-2.1654642137145856,0.01587599329650402,0.016917050816118717
30,0.016185112297534943,0.01591454978333786,0.015660611330531538,-2.1654642137145856,0.01587599329650402,0.016913268715143204
31,0.016185112297534943,0.015885786223225295,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016906692180782557
32,0.016185112297534943,0.01587049779482186,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.01690099691040814
33,0.016185112297534943,0.015802483877632768,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016896056476980448
34,0.016185112297534943,0.015781938540749253,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016891767969354987
35,0.016185112297534943,0.01575944304931909,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.01688977936282754
36,0.016185112297534943,0.01566769601777196,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016886311350390315
37,0.016185112297534943,0.0156232726178132,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016883290838450193
38,0.016185112297534943,0.015618327923584729,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016880661016330123
39,0.016185112297534943,0.015577706531621516,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.01687836949713528
40,0.016185112297534943,0.015567075670696795,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016877305693924427
41,0.016185112297534943,0.015567075670696795,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.01687544072046876
42,0.016176613979041576,0.015561951673589647,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016873815562576056
43,0.016176613979041576,0.015559263760223985,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016872395994141698
44,0.016176613979041576,0.015559123433195054,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016871155239641666
45,0.016176613979041576,0.015554121299646794,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.016870577819645405
46,0.016176613979041576,0.015544492600020022,0.015660474309697747,-2.1654642137145856,0.01587599329650402,0.01686956756748259
47,0.016176613979041576,0.01551242385758087,0.015660474309697747,-2.1676369992928812,0.01587599329650402,0.01686868304386735
48,0.016176613979041576,0.015467379917390644,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686790958046913
49,0.016176613979041576,0.015447661792859436,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686723344027996
50,0.016176613979041576,0.015424420218914747,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686691935174167
51,0.016176613979041576,0.015415038797073066,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016866367775946856
52,0.016176613979041576,0.015410894656088202,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016865883953869343
53,0.016176613979041576,0.015409847034607082,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686546066775918
54,0.016176613979041576,0.015404384874273092,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016865091398358345
55,0.016176613979041576,0.015402597852516919,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686491910368204
56,0.016176613979041576,0.015397746080998332,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686461572535336
57,0.016176613979041576,0.01539048773702234,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016864352161064744
58,0.016176613979041576,0.015384806203655899,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016864119796082377
59,0.016176613979041576,0.01537950661731884,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863916534930468
60,0.016176613979041576,0.015379506407771259,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686382247135043
61,0.016176613979041576,0.015377996489405632,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863656928762794
62,0.016176613979041576,0.015375905367545784,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863511642441154
63,0.016176613979041576,0.015375873737502843,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863382421433926
64,0.016176613979041576,0.015375480114016682,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.01686327182687819
65,0.016176613979041576,0.015375479764770716,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863220371305943
66,0.016176613979041576,0.015375183604191989,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863128868862987
67,0.016176613979041576,0.015375183604191989,0.015660474309697747,-2.171299100271426,0.01587599329650402,0.016863049939274788
68,0.016176613979041576,0.015375183604191989,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.016862978925928473
69,0.016176613979041576,0.015374674880877136,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.01686291815713048
70,0.016176613979041576,0.01537450400646776,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.01686288951896131
71,0.016176613979041576,0.015367406490258872,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.016862839460372925
72,0.016176613979041576,0.015366836381144822,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.01686279522255063
73,0.016176613979041576,0.015366804343648255,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.016862756805494428
74,0.016176613979041576,0.01536634429357946,0.015660471166484058,-2.171299100271426,0.01587599329650402,0.016862723510712385
75,0.016176613979041576,0.01536634429357946,0.015660469071008265,-2.171299100271426,0.01587599329650402,0.01686270791105926
76,0.016176613979041576,0.01536602556006983,0.015660469071008265,-2.171299100271426,0.01587599329650402,0.01686269394122064
77,0.016176613979041576,0.015365924534853548,0.015660469071008265,-2.171299100271426,0.01587599329650402,0.016862681368365884
78,0.016176613979041576,0.015365393506363035,0.015660469071008265,-2.171299100271426,0.01587599329650402,0.01686267019249499
79,0.016176613979041576,0.015365357149858028,0.015660468372516334,-2.171299100271426,0.01587599329650402,0.01686265878379345
80,0.016176613979041576,0.01536398580064997,0.01566046488005668,-2.171299100271426,0.01587599329650402,0.016862653195858
